[03/13 22:44:30.489039][debug][15440][Context.cpp:87] Context destroying ...
[03/13 22:44:30.489751][debug][15440][DeviceManager.cpp:59] DeviceManager destroy ...
[03/13 22:44:30.489806][debug][15440][DeviceManager.cpp:67] DeviceManager Destructors done
[03/13 22:44:30.510531][debug][15440][MfPal.cpp:125] WmfPal destroyed!
[03/13 22:44:30.511364][info][15440][Context.cpp:90] Context destroyed
[03/13 22:45:23.073275][debug][27512][DeviceManager.cpp:112] DeviceManager  createDevice...
[03/13 22:45:23.073685][debug][27512][UsbDeviceEnumerator.cpp:289] UsbDeviceEnumerator createDevice...
[03/13 22:45:23.074274][debug][27512][AstraUvcDevice.cpp:17] AstraUvcDevice init ...
[03/13 22:45:23.074876][debug][27512][AstraUvcDevice.cpp:176] init sensor map start!
[03/13 22:45:23.075143][info][27512][AstraUvcDevice.cpp:193] init sensor map done!
[03/13 22:45:23.075173][debug][27512][AstraUvcDevice.cpp:119] createCommand start!
[03/13 22:45:23.085937][debug][27512][VendorCommand.cpp:198] VendorCommand constructor 12fc9f464f0
[03/13 22:45:23.215320][debug][27512][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1000, dataLen: 164
[03/13 22:45:23.215431][debug][27512][AstraUvcDevice.cpp:172] Command has been created!
[03/13 22:45:23.245456][debug][27512][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1000, dataLen: 164
[03/13 22:45:23.245536][info][27512][AbstractDevice.cpp:124] 	- Firmware version: 1.0.22
[03/13 22:45:23.245874][debug][27512][AstraUvcDevice.cpp:313] Init depth process param start!
[03/13 22:45:23.245920][debug][27512][AstraUvcDevice.cpp:324] Astra+ long-distance version!
[03/13 22:45:23.276163][debug][27512][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1005, dataLen: 16
[03/13 22:45:23.276834][debug][27512][AstraUvcDevice.cpp:359] disparityParam: baseline: 7.466821, zpd: 129.75062561035156, zpps: 0.11178778111934662, bitSize: 12, unit: 10, packMode: 1
[03/13 22:45:23.276880][debug][27512][AstraUvcDevice.cpp:361] softFilterParam: maxSpeckleSize: 960, maxDiff: 16, filterType: 0
[03/13 22:45:23.307623][debug][27512][HostProtocol.cpp:450] get property value success! propertyId=63, cur={intValue: 0, floatValue: 0}, max={intValue: 1, floatValue: 1.4013e-45}, min={intValue: 0, floatValue: 0},def={intValue: 0, floatValue: 0},step={intValue: 1, floatValue: 1.4013e-45}
[03/13 22:45:23.307708][debug][27512][PropertyAccessor.cpp:34] get property value range success! propertyId: 63, range: {max: {intValue: 1, floatValue: 1.4013e-45}, min: {intValue: 0, floatValue: 0}, step: {intValue: 1, floatValue: 1.4013e-45}, def: {intValue: 0, floatValue: 0}}
[03/13 22:45:23.307753][debug][27512][HostProtocol.cpp:417] Set property value, propertyId=63, value={intValue: 0, floatValue: 0}
[03/13 22:45:23.338046][debug][27512][PropertyAccessor.cpp:17] set property value success! propertyId: 63, value: {intValue: 0, floatValue: 0}
[03/13 22:45:23.368752][debug][27512][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1001, dataLen: 136
[03/13 22:45:23.393615][debug][27512][HostProtocol.cpp:417] Set property value, propertyId=63, value={intValue: 1, floatValue: 1.4013e-45}
[03/13 22:45:23.418932][debug][27512][PropertyAccessor.cpp:17] set property value success! propertyId: 63, value: {intValue: 1, floatValue: 1.4013e-45}
[03/13 22:45:23.449544][debug][27512][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1001, dataLen: 136
[03/13 22:45:23.470481][info][27512][AstraUvcDevice.cpp:402] Init depth process param done!
[03/13 22:45:23.470981][info][27512][AstraUvcDevice.cpp:23] Astra device created! PID: 0x0636, SN: BY1N73300A2
[03/13 22:45:23.471009][debug][27512][UsbDeviceEnumerator.cpp:338] Device created successfully! Name: Astra+, PID: 0x0636, SN/ID: BY1N73300A2
[03/13 22:45:23.471033][info][27512][DeviceManager.cpp:157] Device created successfully! Name: Astra+, PID: 0x0636, SN/ID: BY1N73300A2
[03/13 22:45:23.477456][debug][27512][FrameProcessor.cpp:70] FrameProcessor init with 1 blocks! @1304870353872
[03/13 22:45:23.477891][debug][27512][FrameProcessingBlock.cpp:26] Block created with frame queue size: 10
[03/13 22:45:23.478101][debug][27512][FrameProcessor.cpp:78]  - block: FormatConverter, status: disable
[03/13 22:45:23.478614][debug][27512][VideoSensor.cpp:267] VideoSensor construct!
[03/13 22:45:23.479084][debug][27512][VideoSensor.cpp:303] VideoSensor created, @OB_SENSOR_COLOR
[03/13 22:45:23.479237][info][27512][AstraUvcDevice.cpp:276] Color sensor has been created!
[03/13 22:45:23.580453][debug][27512][PropertyAccessor.cpp:17] set property value success! propertyId: 2000, value: {intValue: 1, floatValue: 1.4013e-45}
[03/13 22:45:23.581135][debug][27512][Pipeline.cpp:29] Pipeline init ...
[03/13 22:45:23.581172][debug][27512][Pipeline.cpp:165] loadFrameQueueSizeConfig() config queue size: 10
[03/13 22:45:23.581397][info][27512][Pipeline.cpp:44] Pipeline created with device: {name: Astra+, sn: BY1N73300A2}, @0x12FD0540420
[03/13 22:45:23.585091][debug][27512][VideoSensor.cpp:448] Query stream profile! size= 95, SensorType=OB_SENSOR_COLOR
[03/13 22:45:23.585128][debug][27512][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_MJPG, width: 640, height: 480, fps: 30}
[03/13 22:51:22.902892][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 1280, height: 720, fps: 7}
[03/13 22:51:22.902905][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 1920, height: 1080, fps: 5}
[03/13 22:51:22.902918][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 2048, height: 1536, fps: 3}
[03/13 22:51:22.902933][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 640, height: 480, fps: 30}
[03/13 22:51:22.902946][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 640, height: 480, fps: 15}
[03/13 22:51:22.902959][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 640, height: 480, fps: 10}
[03/13 22:51:22.902972][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 640, height: 480, fps: 7}
[03/13 22:51:22.902986][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 320, height: 240, fps: 30}
[03/13 22:51:22.903000][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 320, height: 240, fps: 15}
[03/13 22:51:22.903013][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 320, height: 240, fps: 10}
[03/13 22:51:22.903026][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 320, height: 240, fps: 7}
[03/13 22:51:22.903039][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 800, height: 600, fps: 30}
[03/13 22:51:22.903053][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 800, height: 600, fps: 15}
[03/13 22:51:22.903066][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 800, height: 600, fps: 10}
[03/13 22:51:22.903079][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 800, height: 600, fps: 7}
[03/13 22:51:22.903095][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 1280, height: 720, fps: 30}
[03/13 22:51:22.903108][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 1280, height: 720, fps: 15}
[03/13 22:51:22.903122][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 1280, height: 720, fps: 10}
[03/13 22:51:22.903135][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 1280, height: 720, fps: 7}
[03/13 22:51:22.903148][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 1920, height: 1080, fps: 30}
[03/13 22:51:22.903162][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 1920, height: 1080, fps: 15}
[03/13 22:51:22.903175][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 1920, height: 1080, fps: 10}
[03/13 22:51:22.903188][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 1920, height: 1080, fps: 7}
[03/13 22:51:22.903202][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 2048, height: 1536, fps: 15}
[03/13 22:51:22.903215][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 640, height: 480, fps: 30}
[03/13 22:51:22.903228][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 640, height: 480, fps: 15}
[03/13 22:51:22.903242][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 640, height: 480, fps: 10}
[03/13 22:51:22.903255][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 640, height: 480, fps: 7}
[03/13 22:51:22.903268][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 320, height: 240, fps: 30}
[03/13 22:51:22.903281][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 320, height: 240, fps: 15}
[03/13 22:51:22.903294][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 320, height: 240, fps: 10}
[03/13 22:51:22.903308][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 320, height: 240, fps: 7}
[03/13 22:51:22.903321][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 800, height: 600, fps: 30}
[03/13 22:51:22.903334][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 800, height: 600, fps: 15}
[03/13 22:51:22.903347][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 800, height: 600, fps: 10}
[03/13 22:51:22.903360][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 800, height: 600, fps: 7}
[03/13 22:51:22.903374][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1280, height: 720, fps: 30}
[03/13 22:51:22.903387][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1280, height: 720, fps: 15}
[03/13 22:51:22.903400][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1280, height: 720, fps: 10}
[03/13 22:51:22.903413][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1280, height: 720, fps: 7}
[03/13 22:51:22.903427][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1920, height: 1080, fps: 30}
[03/13 22:51:22.903440][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1920, height: 1080, fps: 15}
[03/13 22:51:22.903453][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1920, height: 1080, fps: 10}
[03/13 22:51:22.903512][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1920, height: 1080, fps: 7}
[03/13 22:51:22.903530][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 2048, height: 1536, fps: 15}
[03/13 22:52:22.787017][debug][21016][Pipeline.cpp:174] Pipeline start() start!
[03/13 22:52:22.787819][debug][21016][FrameProcessingBlockManager.cpp:75]  FrameProcessingBlockManager started, 0 blocks contained!
[03/13 22:52:22.787858][info][21016][Pipeline.cpp:239] Try to start streams!
[03/13 22:52:22.788227][debug][21016][VideoSensor.cpp:565] VideoSensor::start, @OB_SENSOR_COLOR
[03/13 22:52:22.788536][debug][21016][FrameMemoryPool.cpp:35] FrameMemoryPool created!
[03/13 22:52:22.789020][debug][21016][FrameBufferManager.hpp:65] FrameBufferManager created! frame type:class libobsensor::ColorFrame, obj addr:0x261ab760040, frame obj total size:0.879MB
[03/13 22:52:22.789047][debug][21016][FrameMemoryPool.cpp:75] ColorFrame bufferManager created!
[03/13 22:52:22.789769][debug][21016][FrameProcessor.cpp:125] Frame processor active blocks chain update: input ->FormatConverter -> output
[03/13 22:52:22.789796][debug][21016][FrameProcessor.cpp:137] FrameProcessor started, 1 blocks contained!
[03/13 22:52:22.789833][info][21016][VideoSensor.cpp:663] start OB_SENSOR_COLOR stream with profile: {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 640, height: 480, fps: 30}
[03/13 22:52:22.964812][debug][21016][VideoSensor.cpp:714] Stream state changed to STREAM_STATE_STARTING. @OB_SENSOR_COLOR
[03/13 22:52:22.964864][debug][21016][VideoSensor.cpp:716] Stream starting! @OB_SENSOR_COLOR
[03/13 22:52:22.965200][debug][21016][Pipeline.cpp:250] Sensor stream started, sensorType=OB_SENSOR_COLOR
[03/13 22:52:22.965230][info][21016][Pipeline.cpp:252] Start streams done!
[03/13 22:52:22.965249][info][21016][Pipeline.cpp:235] Pipeline start done!
[03/13 22:52:23.075188][warning][21016][Pipeline.cpp:328] Wait for frame timeout, you can try to increase the wait time! current timeout=100
[03/13 22:52:23.242358][debug][18276][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=0.879MB, max limit=2048.000MB
[03/13 22:52:23.242428][debug][18276][VideoSensor.cpp:505] Stream state changed to STREAM_STATE_STREAMING. @OB_SENSOR_COLOR
[03/13 22:52:23.243262][debug][18276][FrameProcessingBlock.cpp:59] FrameProcessingBlock@class libobsensor::FormatConverter process thread started!
[03/13 22:52:23.244180][debug][2012][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=1.759MB, max limit=2048.000MB
[03/13 22:52:23.244765][debug][2012][FrameBufferManager.hpp:65] FrameBufferManager created! frame type:class libobsensor::FrameSet, obj addr:0x261ab762d40, frame obj total size:0.000MB
[03/13 22:52:23.244789][debug][2012][FrameMemoryPool.cpp:91] Frameset bufferManager created!
[03/13 22:52:23.244808][debug][2012][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=1.759MB, max limit=2048.000MB
[03/13 22:52:23.245258][debug][2012][Pipeline.cpp:270] Frame received on pipeline! type=OB_FRAME_COLOR
[03/13 22:52:23.303514][debug][2012][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=2.638MB, max limit=2048.000MB
[03/13 22:52:23.303831][debug][2012][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=2.638MB, max limit=2048.000MB
[03/13 22:52:23.367955][debug][2012][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=3.518MB, max limit=2048.000MB
[03/13 22:52:23.368352][debug][2012][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=3.518MB, max limit=2048.000MB
[03/13 22:52:23.479812][debug][2012][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=4.397MB, max limit=2048.000MB
[03/13 22:52:23.480332][debug][2012][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=4.397MB, max limit=2048.000MB
[03/13 22:52:24.857493][debug][2012][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=5.277MB, max limit=2048.000MB
[03/13 22:52:24.858191][debug][2012][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=5.277MB, max limit=2048.000MB
[03/13 22:52:24.936650][debug][2012][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=6.156MB, max limit=2048.000MB
[03/13 22:52:24.937222][debug][2012][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=6.157MB, max limit=2048.000MB
[03/13 22:52:25.016272][debug][2012][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=7.036MB, max limit=2048.000MB
[03/13 22:52:25.016622][debug][2012][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=7.036MB, max limit=2048.000MB
[03/13 22:52:25.095784][debug][2012][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=7.915MB, max limit=2048.000MB
[03/13 22:52:25.096143][debug][2012][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=7.916MB, max limit=2048.000MB
[03/13 22:52:26.192480][warning][14728][Pipeline.cpp:328] Wait for frame timeout, you can try to increase the wait time! current timeout=100 [**1 logs in 3116ms, last: 22:52:23.181249**]
[03/13 22:52:26.280631][debug][2012][Pipeline.cpp:270] Frame received on pipeline! type=OB_FRAME_COLOR [**41 logs in 3035ms**]
[03/13 22:52:28.263906][debug][18276][VideoSensor.cpp:472] OB_SENSOR_COLOR Streaming... frameRate=13.341299fps
[03/13 22:52:28.264533][debug][2012][Pipeline.cpp:274] Pipeline streaming... frameset output rate=13.349273fps
[03/13 22:52:32.312007][debug][2012][Pipeline.cpp:270] Frame received on pipeline! type=OB_FRAME_COLOR [**76 logs in 6031ms**]
[03/13 22:52:33.271832][debug][5844][VideoSensor.cpp:472] OB_SENSOR_COLOR Streaming... frameRate=12.579872fps
[03/13 22:52:33.272528][debug][2012][Pipeline.cpp:274] Pipeline streaming... frameset output rate=12.579872fps
[03/13 22:52:38.344002][debug][18276][VideoSensor.cpp:472] OB_SENSOR_COLOR Streaming... frameRate=12.618297fps
[03/13 22:52:38.344923][debug][2012][Pipeline.cpp:274] Pipeline streaming... frameset output rate=12.618297fps
[03/13 22:52:43.021504][info][21016][Pipeline.cpp:362] Try to stop pipeline!
[03/13 22:52:43.021550][info][21016][Pipeline.cpp:334] Try to stop streams!
[03/13 22:52:43.021575][debug][21016][VideoSensor.cpp:720] VideoSensor::stop, @OB_SENSOR_COLOR
[03/13 22:52:43.021592][debug][21016][VideoSensor.cpp:743] Stream state changed to STREAM_STATE_STOPPING. @OB_SENSOR_COLOR
[03/13 22:52:43.344869][debug][21016][VideoSensor.cpp:769] stream stoped! @OB_SENSOR_COLOR
[03/13 22:52:43.359319][debug][21016][FrameProcessingBlock.cpp:74] Process thread stoped! class libobsensor::FormatConverter@0x261e829a8a0 
[03/13 22:52:43.359398][debug][21016][FrameProcessor.cpp:147] FrameProcessor stoped!
[03/13 22:52:43.359435][debug][21016][VideoSensor.cpp:758] Stream state changed to STREAM_STATE_STOPED. @OB_SENSOR_COLOR
[03/13 22:52:43.359461][info][21016][VideoSensor.cpp:772] Video sensor stopped, @OB_SENSOR_COLOR
[03/13 22:52:43.359486][info][21016][Pipeline.cpp:347] Sensor stream stopped, sensorType=OB_SENSOR_COLOR
[03/13 22:52:43.359502][info][21016][Pipeline.cpp:353] Stop streams done!
[03/13 22:52:43.359521][debug][21016][FrameProcessingBlockManager.cpp:84] FrameProcessingBlockManager stoped!
[03/13 22:52:43.359536][debug][21016][FrameProcessingBlockManager.cpp:20] Processing block list cleared!
[03/13 22:52:43.359550][info][21016][Pipeline.cpp:391] Stop pipeline done!
[03/13 22:52:43.359568][debug][21016][Pipeline.cpp:65] Pipeline deInit start!
[03/13 22:52:43.359584][info][21016][Pipeline.cpp:72] Pipeline destroyed! @0x261EE591E00
[03/13 22:52:43.359608][info][21016][AstraUvcDevice.cpp:27] Astra device destroyed! PID: 0x0636, SN: BY1N73300A2
[03/13 22:52:43.359629][debug][21016][VideoSensor.cpp:307] VideoSensor::~VideoSensor(), @OB_SENSOR_COLOR
[03/13 22:52:43.359647][info][21016][VideoSensor.cpp:336] VideoSensor destroyed, @OB_SENSOR_COLOR
[03/13 22:52:43.359928][debug][21016][VendorCommand.cpp:206] destructor 261e7add740
[03/13 22:52:43.360104][debug][21016][VendorCommand.cpp:452] disableHeartBeat heartBeatHelper_: 0000000000000000
[03/13 22:52:43.360127][debug][21016][HostProtocol.cpp:139] ~HostProtocol()
[03/13 22:52:43.360164][debug][26836][HostProtocol.cpp:167] emitTranDataFutureSignalThread_ finish
[03/13 22:52:43.362695][debug][21016][FrameProcessor.cpp:91] FrameProcessor destroyed! @2619633844944
[03/13 22:52:43.362908][debug][21016][Context.cpp:87] Context destroying ...
[03/13 22:52:43.362929][debug][21016][DeviceManager.cpp:59] DeviceManager destroy ...
[03/13 22:52:43.362943][debug][21016][DeviceManager.cpp:67] DeviceManager Destructors done
[03/13 22:52:43.600337][debug][21016][MfPal.cpp:125] WmfPal destroyed!
[03/13 22:52:43.601437][debug][21016][FrameBufferManager.hpp:72] FrameBufferManager destroying...! frame type: class libobsensor::FrameSet,  obj addr:0x261ab762d40
[03/13 22:52:43.601471][debug][21016][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.915MB, max limit=2048.000MB
[03/13 22:52:43.601487][debug][21016][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.915MB, max limit=2048.000MB
[03/13 22:52:43.601500][debug][21016][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.915MB, max limit=2048.000MB
[03/13 22:52:43.601514][debug][21016][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.915MB, max limit=2048.000MB
[03/13 22:52:43.601527][debug][21016][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.915MB, max limit=2048.000MB
[03/13 22:52:43.601540][debug][21016][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.915MB, max limit=2048.000MB
[03/13 22:52:43.601552][debug][21016][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.914MB, max limit=2048.000MB
[03/13 22:52:43.601564][debug][21016][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.914MB, max limit=2048.000MB
[03/13 22:52:43.601874][debug][21016][FrameBufferManager.cpp:69] AbstractFrameBufferManager destroyed! manager type:class libobsensor::AbstractFrameBufferManager,  obj addr:0x261ab762d40
[03/13 22:52:43.601906][debug][21016][FrameBufferManager.hpp:72] FrameBufferManager destroying...! frame type: class libobsensor::ColorFrame,  obj addr:0x261ab760040
[03/13 22:52:43.601927][debug][21016][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=7.035MB, max limit=2048.000MB
[03/13 22:52:43.601944][debug][21016][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=6.155MB, max limit=2048.000MB
[03/13 22:52:43.601959][debug][21016][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=5.276MB, max limit=2048.000MB
[03/13 22:52:43.601973][debug][21016][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=4.397MB, max limit=2048.000MB
[03/13 22:52:43.601987][debug][21016][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=3.517MB, max limit=2048.000MB
[03/13 22:52:43.602002][debug][21016][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=2.638MB, max limit=2048.000MB
[03/13 22:52:43.602016][debug][21016][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=1.759MB, max limit=2048.000MB
[03/13 22:52:43.602031][debug][21016][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=0.879MB, max limit=2048.000MB
[03/13 22:52:43.602045][debug][21016][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=0.000MB, max limit=2048.000MB
[03/13 22:52:43.602061][debug][21016][FrameBufferManager.cpp:69] AbstractFrameBufferManager destroyed! manager type:class libobsensor::AbstractFrameBufferManager,  obj addr:0x261ab760040
[03/13 22:52:43.602078][info][21016][Context.cpp:90] Context destroyed
[03/13 22:52:43.602140][debug][14860][Pipeline.cpp:270] Frame received on pipeline! type=OB_FRAME_COLOR [**135 logs in 11290ms, last: 22:52:43.016601**]
[03/13 22:54:12.918350][debug][9988][DeviceManager.cpp:112] DeviceManager  createDevice...
[03/13 22:54:12.919309][debug][9988][UsbDeviceEnumerator.cpp:289] UsbDeviceEnumerator createDevice...
[03/13 22:54:12.919513][debug][9988][AstraUvcDevice.cpp:17] AstraUvcDevice init ...
[03/13 22:54:12.920124][debug][9988][AstraUvcDevice.cpp:176] init sensor map start!
[03/13 22:54:12.920371][info][9988][AstraUvcDevice.cpp:193] init sensor map done!
[03/13 22:54:12.920397][debug][9988][AstraUvcDevice.cpp:119] createCommand start!
[03/13 22:54:12.926674][debug][9988][VendorCommand.cpp:198] VendorCommand constructor 2a614567980
[03/13 22:54:13.068221][debug][9988][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1000, dataLen: 164
[03/13 22:54:13.068434][debug][9988][AstraUvcDevice.cpp:172] Command has been created!
[03/13 22:54:13.100120][debug][9988][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1000, dataLen: 164
[03/13 22:54:13.100232][info][9988][AbstractDevice.cpp:124] 	- Firmware version: 1.0.22
[03/13 22:54:13.100612][debug][9988][AstraUvcDevice.cpp:313] Init depth process param start!
[03/13 22:54:13.100646][debug][9988][AstraUvcDevice.cpp:324] Astra+ long-distance version!
[03/13 22:54:13.130727][debug][9988][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1005, dataLen: 16
[03/13 22:54:13.130795][debug][9988][AstraUvcDevice.cpp:359] disparityParam: baseline: 7.466821, zpd: 129.75062561035156, zpps: 0.11178778111934662, bitSize: 12, unit: 10, packMode: 1
[03/13 22:54:13.130811][debug][9988][AstraUvcDevice.cpp:361] softFilterParam: maxSpeckleSize: 960, maxDiff: 16, filterType: 0
[03/13 22:54:13.161898][debug][9988][HostProtocol.cpp:450] get property value success! propertyId=63, cur={intValue: 1, floatValue: 1.4013e-45}, max={intValue: 1, floatValue: 1.4013e-45}, min={intValue: 0, floatValue: 0},def={intValue: 0, floatValue: 0},step={intValue: 1, floatValue: 1.4013e-45}
[03/13 22:54:13.162006][debug][9988][PropertyAccessor.cpp:34] get property value range success! propertyId: 63, range: {max: {intValue: 1, floatValue: 1.4013e-45}, min: {intValue: 0, floatValue: 0}, step: {intValue: 1, floatValue: 1.4013e-45}, def: {intValue: 0, floatValue: 0}}
